Age,Signal,Signal + Noise,Downsampled Signal + Noise
546.0,0.8134770109726245,1.115489587615366,
547.0,0.8270746064110247,1.1397380283848326,
548.0,0.8487748102273858,0.8157807139530301,0.8157807139530301
549.0,0.8751772481116812,0.9329277399274613,
550.0,0.9048718706713184,0.9013057110383219,
551.0,0.9368910502341816,1.161534939638856,
552.0,0.9704523253733369,1.1190662092398513,1.1190662092398513
553.0,1.004876183151424,1.053070743266044,
554.0,1.0395535383853822,0.9584411990956517,
555.0,1.0739319539838432,1.1031100183631442,1.1031100183631442
556.0,1.1075100638473057,1.1651385647138106,
557.0,1.1398358527445827,1.1060876406915567,
558.0,1.1705067567709857,1.3902281167568569,1.3902281167568569
559.0,1.1991705493243237,1.5434651996645055,
560.0,1.2255264740663032,1.5681863189133154,
561.0,1.2493263737003344,1.4805325260686435,1.4805325260686435
562.0,1.2703757699486857,1.3753635612659745,1.3753635612659745
563.0,1.2885350480485336,1.449092261305143,
564.0,1.3037211515112235,1.3934408814746329,1.3934408814746329
565.0,1.3159105861441482,1.3758864760939444,
566.0,1.3251452119638971,1.2332915395928261,1.2332915395928261
567.0,1.3315435025416043,1.5692790796178853,
568.0,1.3353218806364837,1.6090651674299756,1.6090651674299756
569.0,1.336832532080363,1.3996780299839042,1.3996780299839042
570.0,1.336619089264614,1.1262537597033384,
571.0,1.335458244633736,1.066088706535313,
572.0,1.3342905403265122,1.0198776546502872,1.0198776546502872
573.0,1.3339953110228133,1.0330847890305053,
574.0,1.335192108558084,1.2212879116982767,
575.0,1.3382194219387535,1.2359312214017828,
576.0,1.3432107787507888,1.2850178838752666,
577.0,1.3501699212639455,1.209252301362705,
578.0,1.3590199914171779,1.1943179488190125,1.1943179488190125
579.0,1.3696320639572128,0.9991753504149836,
580.0,1.3818411278271887,0.8337586783799849,0.8337586783799849
581.0,1.3954549049560492,0.8069064164562122,
582.0,1.410258622135486,0.8346308132440003,
583.0,1.426017519412005,1.0605877671102373,1.0605877671102373
584.0,1.442478149325899,1.035123677380512,
585.0,1.459369114241247,0.997893981309633,
586.0,1.4764016448011341,1.1710465805343522,1.1710465805343522
587.0,1.4932702580825847,1.155143020254083,
588.0,1.5096536047771543,1.2610577727570773,
589.0,1.5252154924842338,1.268177074503776,
590.0,1.539605930368391,1.2942417166401823,1.2942417166401823
591.0,1.552461838451488,1.3931148505898028,
592.0,1.5634067192081342,1.254918537535538,
593.0,1.5720478980918131,1.3960242116312225,1.3960242116312225
594.0,1.577968347163687,1.5760794713546924,
595.0,1.5807058241581358,1.4179753948499063,1.4179753948499063
596.0,1.5796979476060435,1.463739391856333,
597.0,1.5741074448792192,1.3638575429347108,
598.0,1.4271074448792191,1.304132701131588,1.304132701131588
599.0,1.2801074448792191,1.1482871653072662,
600.0,1.133107444879219,0.9331070637870074,0.9331070637870074
601.0,0.9861074448792191,0.6869437173719204,
602.0,0.8391074448792191,0.6302626765700121,
603.0,0.692107444879219,0.3932757656853314,
604.0,0.545107444879219,0.18743785202673768,0.18743785202673768
605.0,0.398107444879219,0.393768063061066,
606.0,0.251107444879219,0.46277994765430563,
607.0,0.104107444879219,0.466637137844521,0.466637137844521
608.0,-0.042892555120780995,0.2361715832689169,
609.0,-0.189892555120781,0.028609596139273386,
610.0,-0.336892555120781,-0.1220642824685795,-0.1220642824685795
611.0,-0.483892555120781,-0.4817071695213201,
612.0,-0.401005812209427,-0.4569995087296491,
613.0,-0.3179529076966539,-0.4111446573502239,-0.4111446573502239
614.0,-0.23531460356422912,-0.3009838170355968,
615.0,-0.15367014456284522,-0.1907965100771617,
616.0,-0.07360007418742957,0.07494301870593235,0.07494301870593235
617.0,0.0043143406711443205,0.0024115847423791864,0.0024115847423791864
618.0,0.07949309601594695,-0.004597880130396179,
619.0,0.15135945881730903,0.26964543523678736,
620.0,0.21934060556500506,0.5417378152116236,0.5417378152116236
621.0,0.28286491815705306,0.5732162750117336,
622.0,0.34135230402822764,0.6102845262838684,
623.0,0.3941893862460712,0.45585573002642676,0.45585573002642676
624.0,0.44066722694100197,0.5663279008964326,
625.0,0.47980088226884876,0.7318357087368423,0.7318357087368423
626.0,0.4638075195265538,0.7173914026866828,
627.0,0.44834726887566867,0.4402198746994229,
628.0,0.4334023599131464,0.3403112847301588,
629.0,0.4189556145827082,0.29236094698529824,
630.0,0.4049904274299512,0.3802990379098523,
631.0,0.39149074651561955,0.5127198168602902,
632.0,0.3784410549650989,0.5701579389666336,0.5701579389666336
633.0,0.36582635313292894,0.4791821854679104,
634.0,0.3536321413618313,0.49703812577595263,0.49703812577595263
635.0,0.3418444033164369,0.42829110419183186,0.42829110419183186
636.0,0.3304495898725557,0.5162895601649417,
637.0,0.3194346035434705,0.45988532323952214,
638.0,0.3087867834253548,0.5645471130583146,
639.0,0.29849389064450965,0.2160793822634926,0.2160793822634926
640.0,0.34790335272826417,0.23975760172710175,
641.0,0.39979437710263654,0.4588173315790845,0.4588173315790845
642.0,0.4532248889398763,0.6966840015833257,
643.0,0.5073953165857675,0.7392597602078524,
644.0,0.5615909705396607,0.6538779817224467,0.6538779817224467
645.0,0.6151582568300517,0.715337096280233,
646.0,0.6674948811078192,0.7180976179254903,
647.0,0.7180465123443671,0.48827041882407923,0.48827041882407923
648.0,0.7663065319264325,0.6107199483642354,
649.0,0.8118171469769965,0.6718549728965236,
650.0,0.854170876627006,0.6634033791643548,0.6634033791643548
651.0,0.8930117502639846,0.5540022055494604,
652.0,0.9280356687354799,0.6865174956638194,
653.0,0.9589893022560676,0.7091176754865628,
654.0,0.9856665194783812,0.8502318906434274,0.8502318906434274
655.0,1.00790022562869,0.9893839866835903,
656.0,1.0255440456819227,1.030264830909547,
657.0,1.038425339685902,1.0321403271842808,
658.0,1.0461791071114122,1.02050163529313,1.02050163529313
659.0,1.0463102022245183,1.1408339596291313,
660.0,1.011433195483701,1.129551312244137,
661.0,0.9777187556342444,1.1311879592844434,
662.0,0.9451281304464362,0.8685080325981372,0.8685080325981372
663.0,0.913623859431555,0.9390541841356305,
664.0,0.9223317074653706,1.0457116548310728,1.0457116548310728
665.0,0.9353729649533276,1.0592396619610598,
666.0,0.9516157213761325,1.0612806120404796,
667.0,0.9704649949734315,0.9420259826924685,
668.0,0.9914633541527156,0.9804481081745229,0.9804481081745229
669.0,1.0142106681646321,0.9185425942462215,
670.0,1.0383386385781754,1.0281954680448655,1.0281954680448655
671.0,1.0635011081276975,1.0740251209850822,1.0740251209850822
672.0,1.0893699518680793,1.0822192290184143,
673.0,1.1156330625606528,1.1488426396565032,
674.0,1.1419930439830825,1.100448597909519,
675.0,1.1681660295182836,1.271463283636921,
676.0,1.1938804013970106,1.323715090890665,1.323715090890665
677.0,1.2188753648307384,1.2312670499667113,
678.0,1.2428994255323835,1.033219055831104,1.033219055831104
679.0,1.2657088650159414,1.0266461810056526,
680.0,1.2870663196898615,0.9196680253548337,0.9196680253548337
681.0,1.3067395514550424,0.8138860046991898,
682.0,1.3245004470845128,0.8979753025945726,
683.0,1.3401241896838239,1.2301263181133228,1.2301263181133228
684.0,1.3533883760467276,1.4308292234592934,1.4308292234592934
685.0,1.3640715226621771,1.3814095654605654,
686.0,1.3719496642518367,1.4703881162979633,
687.0,1.3767878064199461,1.3469880877497886,1.3469880877497886
688.0,1.3783167347938634,1.3390272808046095,1.3390272808046095
689.0,1.3761584913708707,1.4458075760298947,
690.0,1.369448518340043,1.3858718290951735,1.3858718290951735
691.0,1.323800234395375,1.2997592436075622,
692.0,1.2796735599155291,1.3403465768640632,1.3403465768640632
693.0,1.2370177745850115,1.3644425136037617,1.3644425136037617
694.0,1.195783848765511,1.354425815073257,
695.0,1.1909281191568133,1.1958666640174096,
696.0,1.1935984605999588,1.2001994858963176,
697.0,1.200877940773337,1.2742157705465404,
698.0,1.212089170321748,1.2278945356591262,1.2278945356591262
699.0,1.2267754547772778,1.3009083173406384,
700.0,1.244526466915551,1.344044229376882,
701.0,1.2649304071634695,1.2643038880452928,
702.0,1.2875570370716483,1.1602654349846975,1.1602654349846975
703.0,1.3119517053604721,1.2864925835374366,
704.0,1.3376342830643657,1.2387046781423363,
705.0,1.364100639743665,1.3450342455239002,1.3450342455239002
706.0,1.3908255217457537,1.3264504334287548,
707.0,1.4172661316277038,1.4384692484476023,1.4384692484476023
708.0,1.4428658267455494,1.375979412395294,
709.0,1.4670572844957444,1.3356672641106058,1.3356672641106058
710.0,1.4892642061859716,1.3120297468652133,
711.0,1.5088999899236595,1.4048718616186795,1.4048718616186795
712.0,1.5253603146668655,1.384742014918015,
713.0,1.538002773643285,1.3925752680263224,
714.0,1.5460952729604138,1.277053491709534,1.277053491709534
715.0,1.3990952729604138,1.3537884641329518,
716.0,1.2520952729604138,1.3367944056885979,
717.0,1.1050952729604138,1.374381425067495,
718.0,0.9580952729604137,1.1530178689643682,1.1530178689643682
719.0,0.8110952729604137,1.2073871726248437,
720.0,0.6640952729604137,1.1748588881480417,1.1748588881480417
721.0,0.5170952729604137,1.0236726916435583,1.0236726916435583
722.0,0.37009527296041367,0.7126568130169196,
723.0,0.22309527296041368,0.29918225846630603,
724.0,0.07609527296041368,0.10785298630949905,0.10785298630949905
725.0,-0.07090472703958631,0.012919447015631011,
726.0,-0.2179047270395863,-0.05417342880735607,
727.0,-0.3649047270395863,-0.15266472685079283,
728.0,-0.5119047270395863,-0.42600773033513256,
729.0,-0.6589047270395864,-0.650728556941524,-0.650728556941524
730.0,-0.8059047270395864,-0.9921139961268521,
731.0,-0.9529047270395864,-1.2091915705843879,
732.0,-0.8532250196618573,-1.1384186416462632,-1.1384186416462632
733.0,-0.7539485195622472,-0.8624385000794429,
734.0,-0.6557904402018996,-0.7368425094993692,-0.7368425094993692
735.0,-0.5594146261932762,-0.7760684524989095,
736.0,-0.46544490528632626,-0.627234709403605,
737.0,-0.3744689960577891,-0.647171809231498,-0.647171809231498
738.0,-0.28703896396587525,-0.45993602433913305,
739.0,-0.2036703596177698,-0.4001826864843354,
740.0,-0.12484147375464108,-0.3205915212906161,
741.0,-0.050994047190360645,-0.08806526995388889,-0.08806526995388889
742.0,0.017462745456646056,-0.13652326794423605,
743.0,0.01688065394142452,-0.176253439746562,-0.176253439746562
744.0,0.01631796547671037,-0.21331774829990124,
745.0,0.015774033294153358,-0.18631457361201648,-0.18631457361201648
746.0,0.015248232184348245,-0.0829894608856107,
747.0,0.014739957778203304,0.09578408021659697,
748.0,0.014248625852263193,0.075943929638697,
749.0,0.013773671657187753,0.05650731909018637,
750.0,0.013314549268614828,-0.10599377410515257,
751.0,0.012870730959661,-0.22927311384044663,
752.0,0.012441706594338967,-0.17434519151252614,
753.0,0.012026983041194334,-0.20762070770205399,
754.0,0.011626083606487857,-0.01736195348597342,-0.01736195348597342
755.0,0.011238547486271596,0.2336759050674646,
756.0,0.010863929236729209,0.2660641146598009,0.2660641146598009
757.0,0.010501798262171569,0.25641584789254235,
758.0,0.010151738320099184,0.023970975710057085,
759.0,0.009813347042762544,0.16963053773405842,
760.0,0.009486235474670458,0.06882857993792993,0.06882857993792993
761.0,0.009170027625514776,0.07492985898309372,
762.0,0.008864360037997617,0.19095193616383901,
763.0,0.008568881370064363,0.12510976080834765,
764.0,0.008283251991062219,-0.06695076124824376,-0.06695076124824376
765.0,0.008007143591360144,-0.11950498843424201,
766.0,0.007740238804981473,-0.2913032613986059,
767.0,0.007482230844815424,-0.299800344854625,-0.299800344854625
768.0,0.0072328231499882425,-0.18042192051643324,-0.18042192051643324
769.0,0.006991729044988635,-0.1951599536434945,
770.0,0.00675867141015568,-0.14324507847578755,-0.14324507847578755
771.0,0.0065333823631504905,0.033208209200170605,
772.0,0.006315602951045474,0.05074301574265822,0.05074301574265822
773.0,0.006105082852677292,0.020314859243695353,
774.0,0.005901580090921382,0.08904065019570911,
775.0,0.005704860754557337,-0.059718218683532595,-0.059718218683532595
776.0,0.005514698729405425,0.07018681706116955,
777.0,0.005330875438425245,0.07880217047820051,
778.0,0.005153179590477736,0.2899035778786613,
779.0,0.004981406937461811,0.13693978881760804,
780.0,0.004815360039546418,0.19232668608835415,
781.0,0.004654848038228204,0.24761533542487105,0.24761533542487105
782.0,0.004499686436953931,-0.013516550442937383,
783.0,0.0043496968890554665,-0.05996542372747077,
784.0,0.004204706992753618,-0.16694426199894974,
785.0,0.004064550092995164,-0.0847045124801741,-0.0847045124801741
786.0,0.003929065089895325,-0.21108471541485946,
787.0,0.003798096253565481,-0.18627791096570467,-0.18627791096570467
788.0,0.003671493045113298,-0.21842018141449573,
789.0,0.0035491099436095216,-0.23662449843253694,
790.0,0.0034308062788225378,-0.15806156017851383,
791.0,0.003316446069528453,-0.14826908978472603,-0.14826908978472603
792.0,0.003205897867210838,-0.021672457405077016,
793.0,0.0030990346049704766,-0.09108559122454273,
794.0,0.0029957334514714605,-0.0033457977974149927,
795.0,0.0705765601154598,-0.011984459090896502,
796.0,0.1368894405628336,0.07444623137659326,0.07444623137659326
797.0,0.20156925023625968,0.06738681999874802,
798.0,0.26422611689130826,0.06056149743777747,
799.0,0.3244487798729051,0.04297747101476562,0.04297747101476562
800.0,0.3818070485494808,0.22093819202262865,
801.0,0.43585241555502985,0.28518296310573393,
802.0,0.4861149785168236,0.30207014379077524,
803.0,0.5320927211515034,0.4333636009529363,0.4333636009529363
804.0,0.5732234946098136,0.5020979902985391,
805.0,0.6088109763480282,0.6108668008070804,
806.0,0.6377866344998222,0.7151330535421343,0.7151330535421343
807.0,0.6165270800164948,0.6922109453828867,
808.0,0.5959761773492783,0.5868900000601698,
809.0,0.576110304770969,0.7309465688352679,0.7309465688352679
810.0,0.55690662794527,0.6751738809392307,
811.0,0.5383430736804277,0.6542456765851677,
812.0,0.5203983045577467,0.6844017583858922,
813.0,0.5030516944058219,0.5062024989819167,
814.0,0.48628330459229446,0.47507627101921057,
815.0,0.47007386110588467,0.34323274008579174,0.34323274008579174
816.0,0.4544047324023552,0.19365025844451983,
817.0,0.4392579079889433,0.4159301470168243,
818.0,0.4246159777226452,0.43724446750161683,
819.0,0.4644124899239685,0.36599663115842107,0.36599663115842107
820.0,0.5084826244510168,0.3692160582053663,
821.0,0.555664311537324,0.35557886281928935,0.35557886281928935
822.0,0.6050583842958227,0.3507735296973501,
823.0,0.6558753988751747,0.45439152392630433,
824.0,0.7073804982127178,0.4966112060636405,
825.0,0.7588710521031818,0.5389782587678912,0.5389782587678912
826.0,0.809667864058179,0.6658850802625966,
827.0,0.8591126037261922,0.8671539007487042,
828.0,0.9065680306270892,0.9761308741319525,0.9761308741319525
829.0,0.951419000103741,0.8669530097831172,
830.0,0.9930726460669989,1.044608556851101,
831.0,1.0309558519206452,1.0719738727440324,1.0719738727440324
832.0,1.0645068733330336,1.260363635190141,
833.0,1.0931544187899407,1.2467258568417996,1.2467258568417996
834.0,1.1162664890214564,1.288976706917553,
835.0,1.1330079841794858,1.3263805112473115,
836.0,1.1417678952750339,1.3635280261923004,
837.0,1.1037089654325327,1.2918914350271655,
838.0,1.0669186665847816,1.2448277721621712,1.2448277721621712
839.0,1.0313547110319556,1.0057398689808006,
840.0,0.9969762206642238,0.9339947705994759,0.9339947705994759
841.0,0.9637436799754163,1.03558980091502,
842.0,0.9316188906429025,1.1997684367584345,
843.0,0.9005649276214724,1.1592816229022325,
844.0,0.8705460967007567,0.995802205993857,0.995802205993857
845.0,0.8415278934773981,0.8622764566731047,
846.0,0.8134769636948181,0.6455874217258605,
847.0,0.8270745607091451,0.7184027030792978,0.7184027030792978
848.0,0.8487747660489012,0.7575197051050727,0.7575197051050727
849.0,0.8751772054058131,0.7850712656458885,
850.0,0.9048718293889793,0.8167994001361701,
851.0,0.9368910103279203,0.7899287549543071,
852.0,0.9704522867972841,0.9220734012536003,
853.0,1.0048761458612396,0.9944150089245356,
854.0,1.0395535023382043,1.2131970983813427,
855.0,1.073931919138238,1.1886066608196328,
856.0,1.1075100301632206,1.1709475402505698,1.1709475402505698
857.0,1.1398358201833005,1.2787203418375654,
858.0,1.1705067252950796,1.1134871048556796,
859.0,1.1991705188976145,1.27744720218851,
860.0,1.2255264446538177,1.2207347074004984,1.2207347074004984
861.0,1.2493263452682652,1.1814792115895691,
862.0,1.2703757424643523,1.1412003138900508,1.1412003138900508
863.0,1.2885350214803446,1.1302048245925427,
864.0,1.3037211258286407,1.0194303293112295,
865.0,1.3159105613176516,0.9888426855267436,
866.0,1.3251451879649505,1.0190224414431919,
867.0,1.3315434793426226,0.9161858401346774,0.9161858401346774
868.0,1.3353218582108015,0.9890174434070014,
869.0,1.3368325104022034,0.9785387527153909,
870.0,1.33661906830906,1.0153129659579951,
871.0,1.3354582243767004,1.2763444585434376,1.2763444585434376
872.0,1.334290520744711,1.4946875911732342,
873.0,1.333995292093739,1.7274958578526607,
874.0,1.3351920902599788,1.6017542752020946,1.6017542752020946
875.0,1.3382194042505853,1.5590988840545872,
876.0,1.3432107616522264,1.6491243705551475,
877.0,1.350169904735335,1.5896932064633966,
878.0,1.3590199754395211,1.679543292233278,
879.0,1.3696320485121447,1.6243706131569742,
880.0,1.3818411128969559,1.3898942178572962,1.3898942178572962
881.0,1.3954548905234907,1.3282949529939556,
882.0,1.410258608184013,1.2496323924971655,1.2496323924971655
883.0,1.4260175059255809,1.2377295373995283,
884.0,1.4424781362890222,1.3926050549078632,
885.0,1.4593691016389327,1.416012946846317,
886.0,1.4764016326188971,1.3571779600963982,1.3571779600963982
887.0,1.4932702463064222,1.4083502519841375,
888.0,1.5096535933935304,1.4286448378193803,
889.0,1.525215481480064,1.6395837332122898,1.6395837332122898
890.0,1.539605919731027,1.6221688763206754,
891.0,1.5524618281687028,1.4586661240276693,
892.0,1.5634067092681085,1.3912075213544741,
893.0,1.5720478884831217,1.6030729653149076,1.6030729653149076
894.0,1.5779683378752853,1.4100639586448405,
895.0,1.5807058151793474,1.371624211272446,1.371624211272446
896.0,1.5796979389265489,1.408820334028718,
897.0,1.5741074364890406,1.4678469551955384,
898.0,1.4271074364890406,1.1710661378394878,
899.0,1.2801074364890406,1.0044128686976364,
900.0,1.1331074364890406,0.8287003030213022,
901.0,0.9861074364890405,0.9053945286502202,0.9053945286502202
902.0,0.8391074364890405,0.6346774306991616,
903.0,0.6921074364890405,0.5581713506412621,0.5581713506412621
904.0,0.5451074364890405,0.5070229139281034,
905.0,0.39810743648904046,0.33654624481707757,
906.0,0.25110743648904044,0.39172530073680567,
907.0,0.10410743648904044,0.27370646066728543,
908.0,-0.04289256351095955,0.10764827525924439,0.10764827525924439
909.0,-0.18989256351095954,0.028896709206260113,
910.0,-0.33689256351095953,-0.1996089837150424,-0.1996089837150424
911.0,-0.48389256351095955,-0.5879202580109468,
912.0,-0.4010058203199332,-0.47668472414087404,
913.0,-0.31795291553680993,-0.533237249997135,-0.533237249997135
914.0,-0.23531461114304675,-0.378515052758982,
915.0,-0.15367015188903552,-0.02996541378842113,
916.0,-0.07360008126941356,0.07759230641977141,0.07759230641977141
917.0,0.004314333825226474,0.09248610058704985,
918.0,0.07949308939822639,-0.004217494853527334,-0.004217494853527334
919.0,0.1513594524201791,-0.20955862871183903,
920.0,0.21934059938111267,-0.026088728160341496,-0.026088728160341496
921.0,0.28286491217929066,-0.09551155585539495,-0.09551155585539495
922.0,0.3413522982497238,-0.12235071102914896,
923.0,0.3941893806601839,0.019816902185860852,
924.0,0.44066722154131127,0.1908498109455099,0.1908498109455099
925.0,0.47980087704914826,0.047537038318783975,
926.0,0.46380751448084334,-0.011565524007814798,
927.0,0.44834726399814856,-0.0710159495695924,
928.0,0.4334023551982103,0.08486648332353719,0.08486648332353719
929.0,0.41895561002493664,0.16413698458481013,
930.0,0.40499042302410543,0.21855648817014608,
931.0,0.39149074225663527,0.05280133569825457,0.05280133569825457
932.0,0.3784410508480808,0.019912637904390906,
933.0,0.36582634915314477,-0.05452216831846629,
934.0,0.3536321375147066,-0.035458023009314055,
935.0,0.34184439959754975,-0.06033756751441005,
936.0,0.33044958627763144,-0.02736992834436275,
937.0,0.31943460006837704,0.20374047230946302,0.20374047230946302
938.0,0.30878678006609783,0.11235664330176798,
939.0,0.29849388739722793,0.09579724371988421,
940.0,0.3479033495892248,0.11669311018314299,
941.0,0.39979437406823204,0.18085410483646178,
942.0,0.4532248860066188,0.38365732377868955,0.38365732377868955
943.0,0.5073953137502849,0.5054382767619081,
944.0,0.5615909677986941,0.6338504212680097,0.6338504212680097
945.0,0.6151582541804508,0.7217674957040786,0.7217674957040786
946.0,0.6674948785465383,0.9858547897937188,
947.0,0.7180465098684623,0.8509027939861087,
948.0,0.7663065295330578,0.9297872418377,
949.0,0.8118171446634008,0.8997524728211451,0.8997524728211451
950.0,0.8541708743905303,0.7750614666109734,0.7750614666109734
951.0,0.8930117481020584,0.9562619166298667,
952.0,0.9280356666456178,0.8571963032759058,0.8571963032759058
953.0,0.9589893002358677,0.7143513421106195,0.7143513421106195
954.0,0.9856665175255216,0.7570979447776648,
955.0,1.0079002237409254,0.9498016586881803,0.9498016586881803
956.0,1.0255440438570838,0.8816273317176915,
957.0,1.0384253379218915,0.6917934408857367,
958.0,1.0461791054062015,0.7633689797298331,0.7633689797298331
959.0,1.04631020057615,0.9258617714399869,0.9258617714399869
960.0,1.0114331938902783,0.8112519633272725,
961.0,0.9777187540939357,0.7330825348974103,
962.0,0.9451281289574712,0.6411261032938251,0.6411261032938251
963.0,0.9136238579922222,0.825226201510501,
964.0,0.9223317060740158,0.8362575041331908,
965.0,0.9353729636083514,0.8143010103701783,0.8143010103701783
966.0,0.9516157200759886,0.6283281608160551,
967.0,0.970464993716626,0.8112859190486106,
968.0,0.9914633529378036,0.6504823800896952,
969.0,1.0142106669902171,0.6323088643864676,0.6323088643864676
970.0,1.0383386374429076,0.7977613712066253,
971.0,1.063501107030272,1.0672876839366894,
972.0,1.0893699508072345,1.0546547532101564,1.0546547532101564
973.0,1.1156330615351697,1.0988996345893227,
974.0,1.1419930429917822,1.075397821652457,1.075397821652457
975.0,1.1681660285600266,0.9404037696361894,
976.0,1.1938804004706953,0.8600558349366452,
977.0,1.2188753639353003,1.0453009133352447,
978.0,1.2428994246667933,1.0857573470547743,
979.0,1.265708864179204,1.2461255436666407,
980.0,1.2870663188810154,1.3841686102959605,1.3841686102959605
981.0,1.3067395506731576,1.3095013422823476,1.3095013422823476
982.0,1.324500446328691,1.268984977383396,
983.0,1.340124188953196,1.1545555603669468,1.1545555603669468
984.0,1.3533883753404536,1.1964316521192906,1.1964316521192906
985.0,1.3640715219794457,1.185938070641369,
986.0,1.3719496635918629,1.3050652184844405,1.3050652184844405
987.0,1.3767878057819714,1.4205442322201625,
988.0,1.3783167341771545,1.2281232764853791,
989.0,1.376158490774719,1.332377582085411,1.332377582085411
990.0,1.3694485177637632,1.2969214549223196,
991.0,1.3238002338383044,1.2120017754990726,1.2120017754990726
992.0,1.2796735593770276,1.3842576333523107,
993.0,1.2370177740644601,1.4909921014940282,
994.0,1.1957838482623115,1.4147128671052613,
995.0,1.190928118670388,1.45694813708708,
996.0,1.193598460129748,1.2376099434283152,1.2376099434283152
997.0,1.2008779403187995,1.1031809163851307,
998.0,1.2120891698823615,1.2397916709777552,
999.0,1.2267754543525378,1.0272267101253112,
1000.0,1.2445264665049691,1.1888199141411078,1.1888199141411078
1001.0,1.2649304067665734,1.3206298852120009,
1002.0,1.2875570366879823,1.4676298706531643,1.4676298706531643
1003.0,1.3119517049895952,1.4083577667602336,1.4083577667602336
1004.0,1.3376342827058514,1.4627931753032086,
1005.0,1.3641006393971011,1.5235666870961109,
1006.0,1.3908255214107421,1.4498495975607657,
1007.0,1.4172661313038593,1.451607396752347,1.451607396752347
1008.0,1.4428658264324998,1.2898538320566852,
1009.0,1.4670572841931295,1.3368890939109934,
1010.0,1.489264205893444,1.5968575228305417,
1011.0,1.508899989640883,1.5052208124989155,1.5052208124989155
1012.0,1.5253603143935148,1.462042318052748,1.462042318052748
1013.0,1.5380027733790465,1.422960144219977,
1014.0,1.5460952727049835,1.2172441417622004,
1015.0,1.3990952727049835,1.1179744708571184,
1016.0,1.2520952727049834,1.1941137042055865,
1017.0,1.1050952727049834,1.0732244805324656,
1018.0,0.9580952727049834,0.8171044194155017,0.8171044194155017
1019.0,0.8110952727049834,0.6334590208023259,
1020.0,0.6640952727049834,0.6280129012952151,
1021.0,0.5170952727049833,0.30231035306082354,0.30231035306082354
1022.0,0.3700952727049833,0.1911573135789627,0.1911573135789627
1023.0,0.22309527270498333,0.08494608854169433,
1024.0,0.07609527270498334,-0.18768805475967276,-0.18768805475967276
1025.0,-0.07090472729501665,-0.3666199954608589,
1026.0,-0.21790472729501664,-0.2167495355605494,
1027.0,-0.36490472729501666,-0.4013875719536001,
1028.0,-0.5119047272950167,-0.5188730582020802,
1029.0,-0.6589047272950167,-0.7291850720249979,-0.7291850720249979
1030.0,-0.8059047272950167,-0.9973721777433968,-0.9973721777433968
1031.0,-0.9529047272950167,-1.1063767132441051,
1032.0,-0.8532250199087735,-0.9541595017196933,
1033.0,-0.7539485198009331,-0.8545111583829582,-0.8545111583829582
1034.0,-0.6557904404326292,-0.9304839184627894,
1035.0,-0.5594146264163149,-0.9071645027141545,
1036.0,-0.4654449055019304,-0.6764390358742007,
1037.0,-0.37446899626620644,-0.6141141034206988,
1038.0,-0.2870389641673454,-0.22797299385153585,
1039.0,-0.2036703598125242,-0.039569777351995905,-0.039569777351995905
1040.0,-0.12484147394290382,-0.056908515599324236,
1041.0,-0.050994047372348084,0.2456769419821077,
1042.0,0.01746274528072511,0.31454444683380633,
1043.0,0.016880653771367608,0.17517324052871305,0.17517324052871305
1044.0,0.01631796531232202,0.09962651697550194,
1045.0,0.015774033135244617,0.1857501040384887,
1046.0,0.015248232030736464,0.1558681594991443,
1047.0,0.014739957629711916,0.21055377754750865,
1048.0,0.014248625708721518,0.03360810342864306,0.03360810342864306
1049.0,0.013773671518430801,0.1769657464401064,
1050.0,0.013314549134483107,0.2451459772199565,
1051.0,0.012870730830000336,0.31002070592680353,0.31002070592680353
1052.0,0.012441706469000325,0.29613576886115117,
1053.0,0.012026982920033647,0.15245980984419247,
1054.0,0.01162608348936586,0.10455345993363867,0.10455345993363867
1055.0,0.011238547373053664,-0.02292108889854206,-0.02292108889854206
1056.0,0.010863929127285208,-0.07035007301678307,
1057.0,0.0105017981563757,-0.09619053240864349,
1058.0,0.010151738217829843,-0.10956004689441187,
1059.0,0.009813346943902181,0.011089524354215499,
1060.0,0.009486235379105442,0.011634165315809918,0.011634165315809918
1061.0,0.00917002753313526,-0.03485052948595098,
1062.0,0.008864359948697418,-0.10721838439214135,
1063.0,0.008568881283740837,-0.014287857111990918,-0.014287857111990918
1064.0,0.008283251907616142,0.16356266416231188,
1065.0,0.008007143510695603,0.22226269838031698,0.22226269838031698
1066.0,0.00774023872700575,0.1437271531577858,
1067.0,0.007482230769438891,0.01745731676364285,
1068.0,0.007232823077124262,-0.18421686965095227,-0.18421686965095227
1069.0,0.006991728974553454,-0.07080403798969195,-0.07080403798969195
1070.0,0.006758671342068338,0.024824120773511038,0.024824120773511038
1071.0,0.006533382297332727,-0.11363731621064227,
1072.0,0.006315602887421636,-0.052835964014566736,-0.052835964014566736
1073.0,0.006105082791174248,-0.13481500614443456,
1074.0,0.00590158003146844,-0.08747178286385182,
1075.0,0.005704860697086159,0.02076046401768238,0.02076046401768238
1076.0,0.0055146986738499534,-0.03814388173525154,
1077.0,0.005330875384721621,0.05473546848580018,
1078.0,0.005153179538564234,0.3077427539803176,
1079.0,0.00498140688727876,0.1310576576428686,0.1310576576428686
1080.0,0.004815359991036134,0.18057959512672908,
1081.0,0.00465484799133493,0.271476161411698,0.271476161411698
1082.0,0.004499686391623766,0.2019963071633842,
1083.0,0.004349696845236306,0.11536431343356646,
