Age,Signal,Signal + Noise,Downsampled Signal + Noise
95.0,1.231495537145639,0.989655554663627,0.989655554663627
96.0,1.2328136313224907,1.1448766347685773,
97.0,1.2387859391384513,1.2415811895557347,
98.0,1.2487335687413585,1.3829018842676295,
99.0,1.262198373249568,1.5487496356123742,1.5487496356123742
100.0,1.278768621438765,1.4865736814835877,
101.0,1.2980311565359097,1.3905469476661125,
102.0,1.3195544281316742,1.3851693596727817,
103.0,1.3428825167184972,1.3127950747833839,1.3127950747833839
104.0,1.3675340673771232,1.435717889757913,1.435717889757913
105.0,1.3930037645793307,1.375608755229739,
106.0,1.4187652090868974,1.464147643357325,1.464147643357325
107.0,1.444274496057476,1.5054007022240659,
108.0,1.468973912360996,1.4857343761253854,
109.0,1.492295100590676,1.3207932607086756,1.3207932607086756
110.0,1.5136607617444056,1.4223741327352848,
111.0,1.532483326963479,1.5133750787910139,
112.0,1.5481575404720243,1.5152049290782896,1.5152049290782896
113.0,1.5600400919216049,1.4982812799137295,
114.0,1.5673980139627899,1.6057962028390056,
115.0,1.4203980139627899,1.4868820917210348,
116.0,1.2733980139627898,1.4168105348082003,1.4168105348082003
117.0,1.1263980139627898,1.359545293914498,
118.0,0.9793980139627898,1.1092401020847764,1.1092401020847764
119.0,0.8323980139627898,0.946790459256077,
120.0,0.6853980139627898,0.7410947438022779,0.7410947438022779
121.0,0.5383980139627897,0.4862706593174826,
122.0,0.3913980139627897,0.1933370065459803,
123.0,0.24439801396278973,0.06240676088134858,
124.0,0.09739801396278974,-0.045363337112387964,
125.0,-0.04960198603721025,-0.0828868917193662,-0.0828868917193662
126.0,-0.19660198603721024,-0.2184748570139406,
127.0,-0.34360198603721026,-0.43426487311863127,
128.0,-0.4906019860372103,-0.5527807243015312,
129.0,-0.6376019860372103,-0.7751583072715718,-0.7751583072715718
130.0,-0.7846019860372103,-1.241306869589367,
131.0,-0.9316019860372103,-1.3391399728469728,
132.0,-0.8326323700262273,-1.2649421389471958,
133.0,-0.7340422915811382,-0.9828773735935639,
134.0,-0.636547753153494,-0.8354322241608587,
135.0,-0.540813362046484,-0.6196140231896087,-0.6196140231896087
136.0,-0.4474636832777605,-0.619748973673671,
137.0,-0.35708714811617553,-0.6526301283529272,
138.0,-0.2702365109556489,-0.5430425921971037,
139.0,-0.18742798837455088,-0.531996181302991,
140.0,-0.10914051488619626,-0.38149407209631264,-0.38149407209631264
141.0,-0.035816453617530816,-0.4355705975361423,
142.0,0.03213441924371474,-0.44090417401415477,-0.44090417401415477
143.0,0.031063271935590917,-0.3568067692461773,
144.0,0.030027829537737888,-0.13356876531608788,
145.0,0.02902690188647996,-0.11438742348287273,
146.0,0.02805933849026396,-0.2043459218040593,
147.0,0.027124027207255163,-0.14524005905187176,
148.0,0.026219892967013325,0.19904980391487664,0.19904980391487664
149.0,0.025345896534779547,0.15850030068557974,
150.0,0.024501033316953563,0.16261448743724574,
151.0,0.023684332206388443,0.12421313119516733,0.12421313119516733
152.0,0.022894854466175497,0.11474923861354952,0.11474923861354952
153.0,0.022131692650636314,0.35764341711448244,0.35764341711448244
154.0,0.02139396956228177,0.12347084663546765,
155.0,0.020680837243539044,0.18447353386843768,
156.0,0.01999147600208774,0.2390686370902499,0.2390686370902499
157.0,0.019325093468684815,0.32885972830479043,
158.0,0.01868092368639532,0.06617555101672878,
159.0,0.018058226230182144,0.06916719822042158,
160.0,0.01745628535584274,-0.21117280331311913,
161.0,0.01687440917731465,-0.3039287345457719,
162.0,0.01631192887140416,-0.3679118548198005,
163.0,0.01576819790902402,-0.2629320195977084,-0.2629320195977084
164.0,0.015242591312056552,-0.07790156566491648,
165.0,0.014734504934988001,-0.006337274126000511,-0.006337274126000511
166.0,0.0142433547704884,0.18914740885031597,
167.0,0.013768576278138787,0.03400766231474123,
168.0,0.013309623735534161,-0.21473256099450233,
169.0,0.012865969611016355,-0.1713798867940266,-0.1713798867940266
170.0,0.01243710395731581,-0.2187210774918775,
171.0,0.012022533825405282,-0.023129533930602957,
172.0,0.011621782697891773,0.0671072435734837,0.0671072435734837
173.0,0.011234389941295381,0.15854722597336818,
174.0,0.010859910276585534,0.10874272551060968,
175.0,0.010497913267366016,0.13274811723169305,0.13274811723169305
176.0,0.010147982825120482,0.14945589805812287,
177.0,0.0098097167309498,0.2604260196256848,
178.0,0.009482726173251474,0.3048643596391203,
179.0,0.009166635300809758,0.258182002143845,0.258182002143845
180.0,0.008861080790782766,0.1587779285343095,
181.0,0.008565711431090008,-0.05093885303898289,
182.0,0.00828018771672034,-0.030231805348553697,
183.0,0.008004181459496329,-0.09188872015145734,-0.09188872015145734
184.0,0.007737375410846451,-0.009687202451417718,
185.0,0.007479462897151569,0.08974134746179398,
186.0,0.007230147467246517,0.1033648683042846,
187.0,0.006989142551671633,0.02682455325372141,0.02682455325372141
188.0,0.006756171133282579,0.15071196459672032,
189.0,0.006530965428839826,0.011732307061171097,
190.0,0.006313266581211832,0.06956035236036077,0.06956035236036077
191.0,0.006102824361838104,-0.023934192242474967,
192.0,0.005899396883110168,-0.06628658508325914,-0.06628658508325914
193.0,0.005702750320339829,0.001471318012094906,
194.0,0.005512658642995168,-0.07019997633483233,
195.0,0.07300958780059941,0.19176461974919878,0.19176461974919878
196.0,0.1392413673251352,0.33589934080117434,
197.0,0.2038427794398179,0.39208086664068065,0.39208086664068065
198.0,0.2664238617880812,0.5047094825196806,
199.0,0.32657326660645225,0.4250555629741112,
200.0,0.38386071905857644,0.5880673822968716,0.5880673822968716
201.0,0.4378376303804888,0.7124974092929093,
202.0,0.48803401951476727,0.789141961419114,
203.0,0.5339477941161823,0.7920586872275892,
204.0,0.5750167318090028,0.5942175652593965,0.5942175652593965
205.0,0.6105444389739113,0.5741924420480896,
206.0,0.6394623150381762,0.7030467406595674,
207.0,0.6181469045369037,0.8306395756706186,
208.0,0.5975420077190069,0.8161516022050989,0.8161516022050989
209.0,0.57762394079504,0.8672670743493932,
210.0,0.5583698094352053,0.9245183146019252,
211.0,0.5397574824540318,0.7610864996010179,
212.0,0.5217655663722307,0.7143831914939038,0.7143831914939038
213.0,0.5043733808264896,0.8397889100622118,
214.0,0.48756093479893997,0.7124106491665808,0.7124106491665808
215.0,0.4713089036389753,0.8049007777590755,
216.0,0.4555986068510095,0.5792815814355097,
217.0,0.4404119866226425,0.5267915354727105,
218.0,0.42573158706855446,0.39237792640737185,
219.0,0.4654909122916807,0.24180727156877843,
220.0,0.5095250994064718,0.46377078141827044,0.46377078141827044
221.0,0.5566720373275974,0.5197584856705066,
222.0,0.6060325192264204,0.5671201457466517,
223.0,0.6568170626414195,0.496222830554161,0.496222830554161
224.0,0.7082907731867544,0.46426530733712074,
225.0,0.7597509845780839,0.477577553324405,
226.0,0.8105184654505845,0.4752551361889252,0.4752551361889252
227.0,0.8599348517388509,0.516863618567156,
228.0,0.9073628703726592,0.5141765417939361,
229.0,0.9521873451911251,0.642097286974525,
230.0,0.9938153796514699,0.8445290509424597,
231.0,1.0316738277189674,1.0128241729788396,1.0128241729788396
232.0,1.0652009166047447,1.0093533813927464,
233.0,1.0938253272859277,0.8823983070356993,0.8823983070356993
234.0,1.1169150339009106,0.9416258387434742,
235.0,1.133634910896292,0.9428405364202325,
236.0,1.1423739244346125,1.0678802533204672,
237.0,1.1042947936201255,0.9543479319261605,
238.0,1.0674849671661213,0.9753632778457079,0.9753632778457079
239.0,1.0319021349272506,1.058438025987027,
240.0,0.9975053970963422,1.1902375850018208,
241.0,0.9642552171931308,1.0506273307809872,
242.0,0.9321133766200265,1.0662712699140486,
243.0,0.9010429307326923,1.0354300891995403,1.0354300891995403
244.0,0.8710081663749358,0.9016955313607947,
245.0,0.8419745608291046,0.9278471319419184,
246.0,0.8139087421348011,1.071557662500097,
247.0,0.8274919465344619,0.8389329283017464,0.8389329283017464
248.0,0.849178239013375,0.8909016595456754,
249.0,0.875567229271471,0.8579327284688646,0.8579327284688646
250.0,0.905248852459115,0.9603287957214852,
251.0,0.9372554659623851,0.9113634075924194,
252.0,0.9708045939106004,0.9300201111437113,
253.0,1.005216709404112,1.0239521269832548,
254.0,1.039882713762981,1.0579169676171636,1.0579169676171636
255.0,1.0742501568488554,1.1291953621788566,
256.0,1.1078176599501508,1.2399611630625196,
257.0,1.1401331956439997,1.1843109448791362,1.1843109448791362
258.0,1.1707941882404223,1.20954260460491,
259.0,1.199448399744779,1.0058096263858325,1.0058096263858325
260.0,1.2257950628060765,1.2012853008823445,
261.0,1.2495860094821154,1.3049129526808068,
262.0,1.2706267512044074,1.3188078209010514,
263.0,1.2887776632623977,1.3134030210983876,1.3134030210983876
264.0,1.303955679551292,1.3244748671922189,
265.0,1.316137296582881,1.1562777112992082,
266.0,1.3253643653880054,1.1002364933197242,1.1002364933197242
267.0,1.3317553508515756,1.056732862106283,
268.0,1.3355266673361226,1.0508518965869647,
269.0,1.3370304925566805,0.9795963737554655,0.9795963737554655
270.0,1.3368104510583876,1.2048493399001927,
271.0,1.3356432277010504,1.382919813129419,1.382919813129419
272.0,1.334469357291583,1.0449975377416014,
273.0,1.3341681674223818,0.9973708172970426,0.9973708172970426
274.0,1.3353592030776669,0.8832036598776228,
275.0,1.338380946641017,1.1063496081215494,
276.0,1.3433669192963102,1.2341547227943725,
277.0,1.3503208571246161,1.209600614605477,1.209600614605477
278.0,1.3591658960824928,1.345367164929815,
279.0,1.3697731051336839,1.3123907982746705,
280.0,1.3819774676311107,1.3869771717378985,
281.0,1.3955867000998405,1.2482184215915313,
282.0,1.4103860241078177,1.4743401332919994,
283.0,1.4261406746519256,1.4522770905835651,1.4522770905835651
284.0,1.4425971993911555,1.3113483782147903,
285.0,1.459484195970995,1.3563458520659055,
286.0,1.4765128904732239,1.4820421878049959,
287.0,1.493377795565605,1.4923931881971262,1.4923931881971262
288.0,1.5097575576774072,1.6557446302526846,
289.0,1.5253159802878116,1.5939410402074494,
290.0,1.5397030685785162,1.7326818106444637,1.7326818106444637
291.0,1.5525557387212756,1.783469907301667,
292.0,1.5634974894689289,1.6213672197048974,
293.0,1.572135642677248,1.6736985023696629,
294.0,1.5780531669296074,1.4670867553764693,1.4670867553764693
295.0,1.5807878165985254,1.524527395403105,
296.0,1.579777206965087,1.5341476253035833,
297.0,1.5741840622596277,1.527563605978362,
298.0,1.4271840622596277,1.088199961265301,1.088199961265301
299.0,1.2801840622596277,0.8668084097666996,
300.0,1.1331840622596276,0.5630954691295316,
301.0,0.9861840622596276,0.5760096663235077,
302.0,0.8391840622596276,0.701725634044884,
303.0,0.6921840622596276,0.5402125753753285,
304.0,0.5451840622596276,0.33008661686862373,0.33008661686862373
305.0,0.39818406225962755,0.2485835675816862,
306.0,0.2511840622596275,-0.09293681275295484,-0.09293681275295484
307.0,0.10418406225962754,-0.4844274401747479,
308.0,-0.042815937740372456,-0.511020947077596,-0.511020947077596
309.0,-0.18981593774037245,-0.7422381626040223,
310.0,-0.33681593774037244,-0.9971456185393782,
311.0,-0.48381593774037246,-0.7923286694042031,-0.7923286694042031
312.0,-0.40093174874169896,-0.501837212242579,
313.0,-0.31788131301118344,-0.4244972660763994,
314.0,-0.23524539536827443,-0.451652240056896,-0.451652240056896
315.0,-0.1536032433067556,-0.40508525235353976,
316.0,-0.07353540297320962,-0.052903579725449956,
317.0,0.004376856178223615,0.09338578314577334,0.09338578314577334
318.0,0.07955352767279021,0.09375335628112257,
319.0,0.15141787608559076,0.14715385717178983,
320.0,0.21939707559101057,0.35501813028294776,0.35501813028294776
321.0,0.2829195058488584,0.42239386057378203,
322.0,0.3414050721303061,0.5635161976066468,
323.0,0.3942403954114136,0.4021396317165239,0.4021396317165239
324.0,0.44071653580083286,0.30404427898499276,
325.0,0.47984854750001854,0.4010021339833325,
326.0,0.46385359591668457,0.44356985132207094,0.44356985132207094
327.0,0.44839180938612844,0.32082186999789186,0.32082186999789186
328.0,0.4334454157399242,0.2650020553553007,
329.0,0.41899723521526006,0.19287106773401172,0.19287106773401172
330.0,0.40503066070808474,0.0499967665055559,
331.0,0.39152963868448193,0.045658589335817124,
332.0,0.37847865072833253,0.044769420925146075,
333.0,0.3658626957040548,0.2426257344655591,
334.0,0.3536672725139196,0.062373431405366275,
335.0,0.3418783634301223,0.1364037954362838,0.1364037954362838
336.0,0.33048241798245154,0.16213997863290364,
337.0,0.3194663373830365,0.13812395159498903,
338.0,0.3088174594702686,0.09504507065188883,
339.0,0.298523544154593,0.105822521528916,0.105822521528916
340.0,0.34793201778801175,0.26185984006243945,
341.0,0.3998220866603926,0.10702131420027922,0.10702131420027922
342.0,0.4532516748457074,0.139620541748398,
343.0,0.5074212096280707,0.15406061312508618,0.15406061312508618
344.0,0.5616160004805537,0.3071784655343049,
345.0,0.6151824524395817,0.4658058835138444,
346.0,0.6675182701970315,0.5513606346726806,
347.0,0.7180691217972723,0.48810883434787683,
348.0,0.7663283877309075,0.41477766517486325,
349.0,0.8118382742546556,0.5420523125440733,
350.0,0.8541912996620764,0.7316999520267349,0.7316999520267349
351.0,0.8930314925312194,0.9903079587430941,0.9903079587430941
352.0,0.9280547529271403,0.9011055470604433,
353.0,0.9590077503080059,0.9359985411612955,
354.0,0.9856843525952551,1.0618943455047245,1.0618943455047245
355.0,1.0079174643083346,1.1957150129473477,
356.0,1.0255607097389123,0.952192715085056,
357.0,1.0384414482743256,1.0113822004512494,
358.0,1.0461946787468874,0.9728383814446463,
359.0,1.0463252548054784,0.988037269467461,0.988037269467461
360.0,1.0114477463119624,1.1259347730526699,
361.0,0.977732821434897,1.0506505410083642,
362.0,0.9451417273870671,0.9964979372780103,
363.0,0.9136370031408316,1.0305561199151012,1.0305561199151012
364.0,0.922344413051005,0.9581508210430706,
365.0,0.9353852470194411,0.9412632918281637,0.9412632918281637
366.0,0.951627594040042,0.9989487744820668,
367.0,0.9704764718818777,0.9718215592173671,
368.0,0.9914744484975468,0.860343056561416,
369.0,1.014221392697969,0.88322087243272,0.88322087243272
370.0,1.0383490056270677,0.9920972439839583,
371.0,1.0635111296082935,1.1189785429210632,
372.0,1.0893796392993222,1.1316533412786036,
373.0,1.1156424270775211,1.219942562549633,
374.0,1.1420020963493887,1.4463923024534777,1.4463923024534777
375.0,1.1681747801390463,1.2634484432909339,
376.0,1.1938888603304145,1.4300842197608443,
377.0,1.2188835417996955,1.5181023597140382,1.5181023597140382
378.0,1.2429073299357087,1.7630087301727364,1.7630087301727364
379.0,1.2657165059391557,1.692238009677184,
380.0,1.2870737059156354,1.5593755961033688,
381.0,1.3067466914732906,1.519853547787399,1.519853547787399
382.0,1.3245073491021526,1.4978850163494184,
383.0,1.340130861634209,1.6003295949278786,1.6003295949278786
384.0,1.3533948255987662,1.5165265190427704,
385.0,1.3640777572291478,1.5988631145411603,
386.0,1.3719556909999082,1.4205710825839675,
387.0,1.376793632276415,1.2495713287914332,1.2495713287914332
388.0,1.3783223664551167,1.102858101133896,
389.0,1.3761639353100825,1.1386991639913835,
390.0,1.3694537808146146,1.2817855988965352,1.2817855988965352
391.0,1.3238053214541274,1.1537606854605817,1.1537606854605817
392.0,1.2796784774056564,1.055823048161413,
393.0,1.2370225281588012,1.0985448142286458,
394.0,1.1957884438868411,1.134957513632338,
395.0,1.1909325611074326,1.2126554319050258,1.2126554319050258
396.0,1.1936027544855576,1.318335275289253,1.318335275289253
397.0,1.2008820915294158,1.2987784622698086,
398.0,1.212093182719291,1.1192385816434223,1.1192385816434223
399.0,1.226779333428236,1.1865117202893385,
400.0,1.244530216278144,1.2133905642694738,
401.0,1.2649340315473094,1.1192048664847067,
402.0,1.287560540642694,1.1747484031292017,
403.0,1.3119550921458163,1.2331471605168822,
404.0,1.337637556956865,1.2395846123691807,1.2395846123691807
405.0,1.3641038045064144,1.4447264360102003,1.4447264360102003
406.0,1.3908285810164116,1.6061262015120144,
407.0,1.4172690889226731,1.520328003209256,
408.0,1.4428686854640198,1.518310149908161,1.518310149908161
409.0,1.467060047923599,1.684023328966199,
410.0,1.4892668774995643,1.6797853219570769,
411.0,1.508902572193466,1.6663520353587267,1.6663520353587267
412.0,1.5253628108610116,1.7100921406015257,1.7100921406015257
413.0,1.5380051866309592,1.7201677451201036,
414.0,1.546097605515166,1.9527958705483235,1.9527958705483235
415.0,1.399097605515166,1.7036424149552842,
416.0,1.252097605515166,1.6449694432029367,1.6449694432029367
417.0,1.105097605515166,1.363647615394812,
418.0,0.958097605515166,1.0775858454586815,
419.0,0.811097605515166,1.0846900107216397,
420.0,0.664097605515166,0.6990583261151333,0.6990583261151333
421.0,0.5170976055151659,0.6424786653778382,
422.0,0.3700976055151659,0.6245021426234398,
423.0,0.22309760551516591,0.6969406281173297,0.6969406281173297
424.0,0.07609760551516592,0.4790929962520979,
425.0,-0.07090239448483407,0.28655913606996763,
426.0,-0.21790239448483406,0.054070558618797726,
427.0,-0.3649023944848341,-0.09015862447517825,-0.09015862447517825
428.0,-0.5119023944848341,-0.25419256284620656,
429.0,-0.6589023944848341,-0.5080729633068262,
430.0,-0.8059023944848341,-0.7176455678176551,
431.0,-0.9529023944848342,-0.6335036684814805,
432.0,-0.8532227648589302,-0.566657367374386,
433.0,-0.7539463399194178,-0.44086850477558437,-0.44086850477558437
434.0,-0.655788333213831,-0.2815341617622471,
435.0,-0.5594125894381431,-0.24217399268562667,-0.24217399268562667
436.0,-0.465442936423031,-0.18359996200597262,
437.0,-0.37446709282327034,0.08404167653116468,
438.0,-0.28703712417250715,0.1996016228985692,
439.0,-0.20366858115084724,0.21702599639965053,0.21702599639965053
440.0,-0.12483975456994942,0.1809246894189512,
441.0,-0.050992385311825414,0.30550183370400297,
442.0,0.01746435193922985,0.24597719197920362,0.24597719197920362
443.0,0.016882206874588853,0.34612085261574066,
444.0,0.01631946664543589,0.24677909034806172,0.24677909034806172
445.0,0.01577548442392136,0.141290908052969,
446.0,0.01524963494312398,0.38071087261333325,0.38071087261333325
447.0,0.014741313778353181,0.23367700280801254,
448.0,0.014249936652408075,0.06333079379634388,
449.0,0.013774938763994472,0.010420262991583024,0.010420262991583024
450.0,0.01331577413852799,-0.14453223530406437,
451.0,0.012871915000577057,-0.1358795321300661,-0.1358795321300661
452.0,0.012442851167224489,-0.20418000827458263,
453.0,0.01202808946165034,-0.1533224219813146,-0.1533224219813146
454.0,0.011627153146261995,0.018241131083683037,
455.0,0.011239581374719929,-0.08074653462920578,-0.08074653462920578
456.0,0.010864928662229264,0.08800063627275567,
457.0,0.010502764373488288,-0.0685593517616443,-0.0685593517616443
458.0,0.010152672227705346,-0.17876549589238747,
459.0,0.009814249820115167,-0.2002932180972039,-0.2002932180972039
460.0,0.009487108159444662,-0.24105661643618112,
461.0,0.009170871220796507,0.005810173840575337,
462.0,0.008865175513436623,0.22128232373523496,0.22128232373523496
463.0,0.008569669662988735,0.24248614313781586,
464.0,0.008284014007555778,0.1883866037400577,
465.0,0.008007880207303919,0.32866989837989474,
466.0,0.0077409508670604555,0.19852876287035778,0.19852876287035778
467.0,0.007482919171491773,0.16753290617214459,
468.0,0.007233488532442048,0.03748313330457595,
469.0,0.006992372248027312,0.016964441382516716,
470.0,0.006759293173093069,0.030242176293569983,0.030242176293569983
471.0,0.006533983400656633,0.061790042955197216,
472.0,0.0063161839539680785,0.11589025957678108,0.11589025957678108
473.0,0.006105644488835809,-0.03749681139804675,
474.0,0.0059021230058746155,-0.03811729461549481,
475.0,0.005705385572345461,-0.011542442333566163,
476.0,0.005515206053267279,-0.011920296947912757,
477.0,0.005331365851491704,0.272195531891858,
478.0,0.00515365365644198,0.2848506076980147,
479.0,0.004981865201227247,0.25285056241102416,0.25285056241102416
480.0,0.004815803027853005,0.10107530995895714,
481.0,0.0046552762602579045,0.17102377401183352,
482.0,0.004500100384915974,0.3263671352494709,
483.0,0.004350097038752108,0.18398543135817577,
484.0,0.0042050938041270376,0.09564033739572186,
485.0,0.004064924010656137,0.09409434699347713,0.09409434699347713
486.0,0.003929426543634266,0.012557222183612642,
487.0,0.003798445658846457,-0.06980647321752041,-0.06980647321752041
488.0,0.003671830803551575,-0.09451405085326832,
489.0,0.0035494364434331895,-0.015616643849660897,-0.015616643849660897
490.0,0.0034311218953187498,-0.36694097763619943,
491.0,0.0033167511654747916,-0.37968290967890184,-0.37968290967890184
492.0,0.0032061927932922987,-0.22794701739969528,
493.0,0.0030993197001825553,-0.27294352871180966,
494.0,0.0029960090435098034,-0.0688237637243573,
495.0,0.07057682652109691,0.011001476958644632,0.011001476958644632
496.0,0.13688969808828277,0.04237419001825822,0.04237419001825822
497.0,0.20156949917752726,-0.05390892912048195,
498.0,0.2642263575345336,0.17843614653740958,0.17843614653740958
499.0,0.3244490124946896,0.1744895655657337,
500.0,0.3818072734172059,0.10453855889041203,
501.0,0.43585263292716386,0.10759385814947175,0.10759385814947175
502.0,0.48611518864321995,0.2945115889596005,
503.0,0.5320929242736867,0.14727049610398224,0.14727049610398224
504.0,0.5732236909612568,0.2601122794907437,
505.0,0.6088111661544235,0.20861455597836898,0.20861455597836898
506.0,0.637786817979338,0.4380138233227633,
507.0,0.6165272573800268,0.3129696711676045,0.3129696711676045
508.0,0.5959763488006926,0.30493486257471525,
509.0,0.5761104705073362,0.49618550590094845,
510.0,0.5569067881570917,0.37019038054183684,0.37019038054183684
511.0,0.5383432285518553,0.18844531083847882,
512.0,0.5203984542667935,0.22479730778303803,
513.0,0.5030518391245671,0.21827192461751466,
514.0,0.4862834444870815,0.16104106671236473,
515.0,0.4700739963375121,-0.021820168205564205,
516.0,0.4544048631262617,-0.08310339986039095,-0.08310339986039095
517.0,0.43925803435538635,-0.056714519010869435,
518.0,0.4246160998768735,0.12180775764379526,0.12180775764379526
519.0,0.4644126080063892,0.1480504181030391,
520.0,0.5084827385973568,0.021522448101380764,
521.0,0.5556644218787862,0.17705600534206245,0.17705600534206245
522.0,0.6050584909592359,0.25280377348009175,
523.0,0.6558755019831413,0.3598335590358841,
524.0,0.7073805978837521,0.6180520368053678,0.6180520368053678
525.0,0.7588711484518482,0.8128558901383243,
526.0,0.8096679571952233,0.84965163977201,0.84965163977201
527.0,0.8591126937586684,0.9686896973852203,0.9686896973852203
528.0,0.9065681176584828,0.8927682456714501,
529.0,0.951419084234088,0.9053781561040002,
530.0,0.9930727273930008,1.103125231302109,
531.0,1.0309559305357805,1.0939460545658852,1.0939460545658852
532.0,1.064506949327664,1.1548061197010773,1.1548061197010773
533.0,1.0931544922514167,1.196904928098561,
534.0,1.1162665600342168,1.2010625451765011,1.2010625451765011
535.0,1.133008052825155,1.1354552173911294,
536.0,1.1417679616325138,1.1139662516225302,
537.0,1.1037090295780967,1.298055748844687,
538.0,1.0669187285921602,1.1832665423730973,
539.0,1.0313547709724216,1.2107141883432726,
540.0,0.9969762786066741,1.3191086014443816,
541.0,0.9637437359864517,1.2394760770703002,
542.0,0.9316189447869033,1.1891341645005984,1.1891341645005984
543.0,0.9005649799606732,1.2186623347641699,
544.0,0.8705461472953174,1.1588261350755735,
545.0,0.8415279423854736,1.1690371784165712,1.1690371784165712
